,Nombre,Apellido Paterno,Apellido Materno,fecha,producto,P1,P2,P3,P4,P5
348,Fabio,Briones,Duran,2020-02-03,Producto X,4,5,4,4,4
349,Diana,Almeyda,Tórrez,2020-02-19,Producto X,4,5,5,5,5
350,Nuria,Estrada,Granados,2020-02-05,Producto X,5,5,-1,2,5
351,Blanca,Almaraz,Muro,2020-02-28,Producto X,5,5,4,5,5
352,Angelina,Luevano,Fierro,2020-02-14,Producto Y,4,-1,2,3,4
353,Eliseo,Baca,Bernal,2020-03-05,Producto X,4,4,5,5,5
354,Cristina,León,Cardenas,2020-02-25,Producto X,-1,5,5,4,4
355,Susana,Nomberto,Medina,2020-01-20,Producto Y,2,-1,3,4,3
356,Alfonso,Benavídez,Batista,2020-01-08,Producto X,5,5,5,4,-1
357,Yolanda,Tafoya,Delgado,2020-03-26,Producto X,5,5,4,5,4
358,Fabio,Sandoval,Arce,2020-02-03,Producto X,4,5,4,4,4
359,Felicitas,Páez,Cardenas,2020-01-13,Producto Y,5,3,3,3,-1
360,Ramón,Viera,Leal,2020-02-15,Producto X,4,-1,5,5,5
361,Dora,Guardado,Olmos,2020-03-10,Producto X,5,-1,5,4,-1
362,Ramón,Armendáriz,Olivares,2020-01-15,Producto X,5,4,5,4,5
363,Florencia,Amador,Bueno,2020-01-19,Producto X,5,4,4,3,-1
364,Antonella,Ybarra,Nevárez,2020-04-12,Producto X,5,5,5,5,3
365,Jacinta,Mego,Toro,2020-01-27,Producto Y,3,3,2,2,4
366,Luz,Polanco,Rivas,2020-04-01,Producto X,5,5,-1,5,5
367,Esperanza,Corrales,Sevilla,2020-01-24,Producto X,5,-1,5,4,-1
368,Tatiana,Garrido,Romo,2020-02-21,Producto X,4,5,5,5,4
369,Eduarda,Galarza,Ayala,2020-04-11,Producto X,4,4,-1,5,5
370,Liana,Bustamante,Ortega,2020-03-25,Producto X,5,3,3,-1,-1
371,Rolando,Rocha,Galindo,2020-02-19,Producto X,5,5,-1,-1,5
372,Andrea,Díaz,Rodarte,2020-02-04,Producto X,5,3,5,5,5
373,Azura,Da ponte,Ferreira,2020-01-29,Producto X,5,4,4,-1,4
374,Esmeralda,Sanabria,Rangel,2020-04-10,Producto X,5,4,5,5,5
375,Azura,Farías,Canales,2020-01-18,Producto X,4,5,5,4,-1
376,Viviana,Frías,Caldera,2020-03-11,Producto X,5,5,5,4,-1
377,Florencia,Armas,Ojeda,2020-02-04,Producto X,4,5,-1,5,5
378,Jacobo,Soares,Teixeira,2020-04-13,Producto X,4,5,5,4,5
379,Serena,Fernandes,Montero,2020-03-05,Producto X,5,4,4,4,5
380,Paloma,Fernandes,Beltrán,2020-02-07,Producto X,4,4,5,3,4
381,Carolina,Nazario,Lencastre,2020-01-06,Producto Y,5,4,4,3,2
382,Guadalupe,Cisneros,Do nacimento,2020-02-22,Producto Y,5,3,5,5,5
383,Jimena,Quezada,Jimínez,2020-01-01,Producto X,5,5,5,5,5
384,José,De sousa,Quintero,2020-03-02,Producto X,5,4,5,5,5
385,Libertad,Matos,Romero,2020-01-17,Producto X,5,4,4,4,5
386,Arsenio,Gómez,De oliveira,2020-03-27,Producto X,5,5,4,4,5
387,Abraham,Aponte,Mota,2020-03-09,Producto X,5,3,5,4,5
388,Maximiliano,Garrido,Nores,2020-03-02,Producto X,-1,5,5,4,5
389,Zoe,Climaco,Osorio,2020-01-23,Producto X,5,5,4,3,5
390,Augusto,Solorzano,Delvalle,2020-03-08,Producto X,-1,-1,4,-1,5
391,Eduarda,Montemayor,Marín,2020-01-21,Producto Y,3,2,4,5,4
392,Julián,Trujillo,Amador,2020-01-04,Producto X,4,5,5,3,5
393,Rigoberto,Saldivar,Ulloa,2020-02-28,Producto X,4,5,5,-1,5
394,Caridad,Corona,Solano,2020-02-13,Producto Y,-1,3,5,-1,4
395,Antonio,Álvarez,Alves,2020-02-14,Producto X,5,4,5,5,5
396,Zarina,Galindo,Calienes,2020-04-11,Producto X,5,4,5,5,5
397,Laura,Jiménez,Elizondo,2020-03-08,Producto X,5,5,4,5,4
398,Enrique,Cabrera,Da nobrega,2020-02-22,Producto X,5,5,5,-1,4
399,Angela,Aguayo,Casal,2020-03-23,Producto X,5,-1,4,4,5
400,Tomás,Rocha,Gamez,2020-01-01,Producto X,5,4,4,4,3
401,David,Mercado,Domínguez,2020-04-07,Producto X,3,5,5,-1,5
402,Sergio,Sierra,Tovar,2020-03-03,Producto X,4,4,3,3,4
403,Jorge,Cordero,Da conceicao,2020-03-17,Producto X,5,4,5,-1,5
404,Yvonne,Ulibarri,Mideros,2020-01-20,Producto X,5,5,-1,5,-1
405,Selena,Mondragón,Vargas,2020-01-11,Producto X,5,4,-1,4,4
406,Benjamí­n,Espinosa,Nazario,2020-01-25,Producto Y,3,4,4,-1,3
407,Brisa,Apodaca,Gaitán,2020-01-12,Producto X,4,5,-1,4,4
408,Augusto,Domingues,Paz,2020-03-05,Producto X,3,5,-1,4,3
409,Ava,Rodríquez,Adauto,2020-02-19,Producto X,5,5,5,4,5
410,Avril,Páez,Rivas,2020-01-05,Producto X,5,5,5,5,5
411,Augusto,Crespo,Perales,2020-03-15,Producto X,4,5,2,4,4
412,Ivana,Quiñones,Armijo,2020-02-16,Producto X,-1,3,5,4,5
413,Sergio,Muñiz,Aponte,2020-03-22,Producto X,4,5,4,5,5
414,Noemí,Vásquez,Arce,2020-03-08,Producto X,5,5,4,5,3
415,Belinda,Ferreira,Badillo,2020-02-04,Producto X,5,4,5,5,-1
416,Efraim,Cotto,Cavazos,2020-03-26,Producto X,5,5,5,5,5
417,Olivia,Delrío,Abrego,2020-03-01,Producto X,4,5,5,4,5
418,Jaime,Correa,Valdés,2020-01-03,Producto Y,4,4,-1,5,5
419,Bartolomé,Alejandro,Apodaca,2020-02-26,Producto X,4,5,3,5,5
420,Carisa,Medrano,Vallejo,2020-04-11,Producto X,5,5,-1,4,4
421,Rebeca,Delao,Castañeda,2020-01-28,Producto X,5,5,5,5,4
422,Felix,Limón,Adames,2020-03-30,Producto X,5,4,5,5,5
423,Uma,Lozada,Dosantos,2020-02-07,Producto X,5,4,4,4,5
424,Perla,De almeida,Mendoza,2020-01-15,Producto X,4,4,4,5,-1
425,Verónica,Sisneros,Manzanares,2020-03-15,Producto X,3,4,-1,-1,5
426,Socorro,Casares,Longoria,2020-01-25,Producto Y,5,5,4,4,3
427,Roberta,Delapaz,Reyna,2020-01-21,Producto Y,1,1,5,4,4
428,Belén,Solís,Venegas,2020-01-28,Producto X,-1,4,4,5,4
429,Candelaria,Barroso,Vives,2020-01-01,Producto Y,4,4,2,3,3
430,Fortunata,Godoy,Feliciano,2020-04-02,Producto X,-1,3,5,4,-1
431,Anastasia,Terán,Sotelo,2020-03-14,Producto X,5,4,4,5,5
432,Libertad,Portuguez,Dorrego,2020-01-03,Producto X,5,4,5,3,4
433,Pamela,Rodrigues,Pinheiro,2020-01-12,Producto X,4,4,4,5,-1
434,Nicolás,Fajardo,Roque,2020-03-06,Producto X,4,4,4,5,3
435,Luperco,Gracia,Abreu,2020-03-15,Producto X,4,5,5,5,5
436,Dalia,Cantú,Urrutia,2020-04-09,Producto X,4,4,5,4,5
437,Arsenio,Gil,Valencia,2020-01-05,Producto Y,-1,-1,3,2,3
438,Dión,Da ros,Gaytán,2020-02-20,Producto X,5,4,5,3,5
439,Angelina,Quiñónez,Aguilera,2020-03-13,Producto X,5,5,-1,5,4
440,Alejandra,Ávalos,Berríos,2020-02-19,Producto Y,4,2,4,3,3
441,Aurora,Ortiz,Alba,2020-02-26,Producto X,4,5,5,4,4
442,Aida,Granado,Galván,2020-02-28,Producto X,5,3,5,5,3
443,Tatiana,Ferreyra,Delrío,2020-03-03,Producto X,4,3,4,4,5
444,Candela,Ferreira,Cadena,2020-03-07,Producto X,5,5,4,4,4
445,Ariel,Carrion,Baeza,2020-03-02,Producto X,5,4,5,4,4
446,Laura,Leal,Urrutia,2020-02-26,Producto Y,4,4,2,4,4
447,Venus,Dacunha,Batista,2020-03-05,Producto X,5,5,3,5,4
448,Angélica,Bañuelos,Ojeda,2020-01-19,Producto Y,4,4,3,4,4
449,Dana,Blanco,Fernandes,2020-01-02,Producto X,5,5,5,5,4
450,Cintia,Pelaes,Escobar,2020-02-18,Producto Y,2,5,5,3,4
451,Cristina,Bermúdez,Saucedo,2020-03-15,Producto X,4,3,-1,4,-1
452,Nevada,Arenas,Gaona,2020-02-24,Producto X,5,5,5,5,5
453,Gema,Mena,Ceja,2020-04-14,Producto X,4,-1,4,4,3
454,Azalea,Valenca,Cervantes,2020-02-21,Producto X,5,-1,4,5,4
455,Vanesa,Noriega,Ribeiro,2020-04-12,Producto X,4,4,-1,4,5
456,Cintia,Villareal,Henríquez,2020-02-17,Producto Y,-1,5,5,4,5
457,Carlota,Flores,Carrero,2020-01-22,Producto X,5,4,5,3,-1
458,Gisela,Nieves,Samaniego,2020-02-08,Producto X,5,5,4,5,5
459,Bianca,Quiñónez,Cardona,2020-02-28,Producto X,-1,5,5,4,5
460,Jennifer,Portuguez,Garza,2020-04-11,Producto X,-1,5,5,4,-1
461,Marisa,Segura,Barrera,2020-02-15,Producto X,5,4,4,4,-1
462,Rosana,Colón,Ferreyra,2020-01-04,Producto Y,4,4,3,-1,-1
463,Ángel,Espinosa,Barajas,2020-01-04,Producto X,4,4,5,5,5
464,Claudio,Menchaca,Araña,2020-03-19,Producto X,4,4,5,5,5
465,Teresa,Merello,Pantoja,2020-02-23,Producto X,4,5,4,5,3
466,Mónica,Ruiz,Osorio,2020-03-14,Producto X,-1,5,5,5,-1
467,Rita,Puga,Llamas,2020-01-24,Producto X,5,5,5,5,5
468,Maricela,De almeida,Adauto,2020-02-29,Producto X,3,5,3,5,5
469,Felicitas,Queiroz,Chacón,2020-03-01,Producto X,5,5,-1,5,5
470,Gina,Grijalva,Sanches,2020-03-21,Producto X,5,5,5,5,4
471,Lisa,Quiñónez,Alvarado,2020-02-10,Producto X,4,5,5,-1,5
472,Aida,Aguayo,Domingues,2020-03-04,Producto X,5,5,4,5,4
473,Ricardo,Souza,Da ros,2020-04-03,Producto X,4,-1,5,5,4
474,Ángel,Madera,Abeyta,2020-01-30,Producto X,3,4,5,5,5
475,Magdalena,Da costa,Zago,2020-03-07,Producto X,4,5,5,4,5
476,Alejandrina,Lozada,Pires,2020-04-06,Producto X,5,4,5,5,-1
477,Fabio,Polanco,Faura,2020-02-24,Producto X,4,5,3,5,4
478,Carla,Rojo,Montemayor,2020-01-31,Producto X,3,5,-1,3,4
479,Lorena,De almeida,Valles,2020-03-27,Producto X,4,5,4,5,4
480,Ceferino,Ojeda,Mota,2020-03-25,Producto X,5,4,5,5,4
481,Carolina,Cano,Laureano,2020-03-20,Producto X,4,5,4,5,5
482,Sierra,Patiño,Vélez,2020-02-10,Producto Y,2,5,4,4,4
483,Bartolomé,Leiva,Vasconcellos,2020-01-28,Producto X,5,5,5,5,5
484,Shakira,Granados,Da cruz,2020-02-05,Producto Y,3,2,3,-1,5
485,Reina,Nevárez,Zapata,2020-03-30,Producto X,5,5,-1,5,4
486,Milagros,Benavídez,Villagómez,2020-01-23,Producto X,5,4,4,4,5
487,Malvina,Gaona,Nomberto,2020-01-11,Producto X,5,5,5,5,4
488,Benjamí­n,Cazares,Alanis,2020-02-24,Producto X,-1,5,4,5,5
489,Felipe,Urías,Pires,2020-02-01,Producto Y,2,1,3,4,3
490,Déborah,Adame,Ibarra,2020-03-15,Producto X,4,5,-1,5,5
491,Amalia,Godoy,Velasco,2020-03-22,Producto X,-1,5,5,5,-1
492,Bárbara,Ribeiro,Collazo,2020-03-27,Producto X,5,5,3,5,5
493,Cintia,De sousa,Cabán,2020-02-03,Producto Y,3,2,4,2,3
494,Iván,Maldonado,Narváez,2020-03-29,Producto X,4,3,4,4,4
495,Diógenes,Agosto,Fernández,2020-01-14,Producto X,5,4,5,5,5
496,Catalina,Olivo,Peña,2020-01-08,Producto X,5,5,5,4,5
497,José,Tamayo,Sepúlveda,2020-02-19,Producto X,5,5,3,5,5
498,Sergio,Vives,Granados,2020-03-15,Producto X,5,-1,5,4,-1
499,Luisa,Abreu,Pantoja,2020-01-11,Producto Y,4,1,1,5,4
500,Carlos,Aragón,Preciado,2020-02-29,Producto X,-1,5,4,4,3
501,Lorena,Hernádez,Caraballo,2020-02-08,Producto X,4,5,5,5,5
502,Salvador,Rosales,Gallardo,2020-02-09,Producto Y,3,4,3,3,3
503,Jaime,Dantas,Miramontes,2020-01-01,Producto X,2,4,4,4,5
504,Bárbara,Guerrero,Cornejo,2020-01-22,Producto X,4,-1,4,4,4
505,Nina,Bahena,Delgadillo,2020-02-22,Producto Y,4,3,4,1,4
506,Casandra,Roybal,Valle,2020-01-09,Producto X,5,5,4,5,3
507,Tía,Ozuna,Carrasquillo,2020-02-10,Producto X,5,5,5,5,4
508,Daira,Cantú,Cervántez,2020-02-25,Producto Y,4,5,4,4,5
509,Hermosa,Cabán,Rael,2020-03-14,Producto X,5,3,-1,5,5
510,Venus,Granado,Carrasquillo,2020-01-25,Producto X,-1,3,4,5,4
511,Uma,Da fieno,Leiva,2020-01-04,Producto X,5,-1,5,-1,4
512,Guillermo,Piña,Rivas,2020-01-11,Producto X,5,4,5,4,5
513,Natalia,Ballesteros,Mares,2020-01-10,Producto Y,4,3,4,4,5
514,Angélica,Alvares,Ribeyro,2020-03-18,Producto X,5,2,5,4,4
515,Evelina,Girón,Guevara,2020-01-10,Producto X,5,-1,4,5,5
516,Maricela,Batista,Banda,2020-01-18,Producto X,5,5,-1,5,5
517,JasmÃ­n,Junior,Jáquez,2020-03-26,Producto X,4,5,-1,5,5
518,Gema,Peixoto,Coronado,2020-01-04,Producto X,5,5,4,5,5
519,Celestino,Concepción,Merello,2020-02-26,Producto Y,-1,3,1,3,5
520,Emanuel,Menéndez,Zamudio,2020-03-18,Producto X,4,4,4,5,4
521,Esteban,Herrera,Menchaca,2020-03-25,Producto X,4,5,5,-1,4
522,Claudio,Muñoz,Palacios,2020-03-23,Producto X,4,3,5,-1,5
523,Luisa,Portillo,Moreno,2020-02-12,Producto X,4,3,-1,-1,5
524,Nazarena,Ribeyro,Almaraz,2020-03-19,Producto X,4,5,5,4,3
525,Caleb,Armenta,Díaz,2020-02-11,Producto X,3,5,4,5,4
526,Roberta,Aguirre,Amaya,2020-01-27,Producto X,5,4,5,4,5
527,Lana,Pabón,Altamirano,2020-02-01,Producto X,5,5,5,-1,-1
528,Evelina,Do santos,Fernández,2020-02-20,Producto X,4,4,5,5,4
529,Catalina,Lucio,Alcabes,2020-03-27,Producto X,5,4,5,4,4
530,Azura,Pérez,Adauto,2020-02-13,Producto X,3,4,4,5,-1
531,Sócrates,Barajas,Malave,2020-04-05,Producto X,4,5,3,5,5
532,Manuel,Valdez,Orosco,2020-02-05,Producto X,-1,4,4,4,3
533,Diógenes,Orosco,Godínez,2020-03-28,Producto X,5,4,5,4,4
534,Tomás,Soria,Rivera,2020-01-06,Producto X,5,4,5,5,-1
535,Paloma,Gaytán,Lomeli,2020-02-15,Producto X,4,5,5,5,5
536,Absalón,Barrios,Valencia,2020-02-24,Producto X,5,5,5,4,5
537,Moisés,Flores,Carmona,2020-02-04,Producto X,5,4,4,5,-1
538,Fidel,Negrete,Bonilla,2020-01-21,Producto X,2,3,-1,-1,5
539,Eva,Ozuna,Reynoso,2020-04-03,Producto X,5,4,5,5,5
540,Elizabeth,Almaraz,Delatorre,2020-01-25,Producto X,5,4,5,5,4
541,Antonio,Casárez,Galván,2020-01-24,Producto X,5,5,5,5,5
542,Rebeca,Beltrán,Pacheco,2020-03-14,Producto X,4,4,5,5,4
543,Arsenio,Casárez,Perea,2020-03-18,Producto X,-1,5,5,5,5
544,Desirée,Medina,Gálvez,2020-02-15,Producto X,2,5,4,-1,5
545,Zacarí­as,Briones,Pires,2020-01-02,Producto X,5,4,4,5,5
546,Margarita,Domínquez,Armendáriz,2020-02-11,Producto Y,-1,4,2,-1,3
547,Alma,Centeno,Ávalos,2020-02-12,Producto X,5,5,5,5,-1
548,Felix,Carvajal,Arguello,2020-02-03,Producto X,4,5,5,5,5
549,Nuria,Puente,Meraz,2020-04-11,Producto X,5,4,4,5,5
550,Maya,Santana,Peixoto,2020-01-12,Producto X,5,4,5,5,5
551,Calí­ope,Colón,Da silva,2020-03-18,Producto X,5,5,5,4,5
552,Encarnición,Arredondo,Fernandes,2020-01-24,Producto X,5,5,4,4,5
553,Fortunato,Jaimes,Rodarte,2020-02-26,Producto X,5,5,4,5,4
554,Rita,Casal,Domingues,2020-02-07,Producto X,4,4,5,4,5
555,Carlos,Sanches,Véliz,2020-01-22,Producto Y,3,-1,4,-1,3
556,Gabriel,Deleón,Mascareñas,2020-03-18,Producto X,-1,5,4,4,5
557,Agustina,Laboy,Mateo,2020-01-23,Producto X,5,3,5,4,5
558,Dión,Zambrano,Pabón,2020-03-31,Producto X,4,5,5,4,4
559,Roberto,de Anda,Alves,2020-02-22,Producto X,4,4,4,5,5
560,Marisa,Nazario,Tamez,2020-01-14,Producto X,5,4,-1,4,5
561,Iván,Paz,Saavedra,2020-01-06,Producto Y,4,4,5,4,4
562,Dión,Muñoz,Nieves,2020-02-11,Producto X,5,5,5,5,4
563,Adriana,Zarate,Chapa,2020-02-22,Producto X,4,5,5,4,4
564,Bibiana,Ozuna,Delrío,2020-01-13,Producto X,4,4,-1,4,4
565,Ángelo,Gallardo,Pérez,2020-02-06,Producto X,-1,5,5,5,4
566,Isabel,Alicea,Olivas,2020-01-10,Producto X,5,5,5,4,5
567,Mariangeles,Badillo,Rentería,2020-03-10,Producto X,4,5,4,5,5
568,Miranda,Orozco,de Anda,2020-03-02,Producto X,4,5,4,5,4
569,Gloria,Barraza,Magaña,2020-02-10,Producto Y,4,4,4,3,5
570,Serena,Dávila,Loera,2020-04-14,Producto X,4,4,5,4,4
571,Cristal,Laureano,Escobar,2020-01-14,Producto Y,2,3,-1,-1,2
572,Gisela,Mireles,Romo,2020-01-07,Producto X,5,5,5,5,5
573,Carisa,Fonseca,Dos santos,2020-01-13,Producto X,4,5,5,5,5
574,Dora,Da silva,Carrero,2020-03-28,Producto X,5,4,5,4,4
575,Giuliana,Acuña,Climaco,2020-01-24,Producto Y,4,2,3,4,5
576,Yara,Mireles,Benavídez,2020-03-03,Producto X,4,4,5,5,5
577,Angélica,Ferrer,Dos santos,2020-02-07,Producto X,5,5,4,4,5
578,Joaquí­n,Madera,Castellanos,2020-04-12,Producto X,-1,5,3,-1,5
579,Rosa,Gracia,Almaraz,2020-03-07,Producto X,4,5,5,4,4
580,Cecilia,Miramontes,Ureña,2020-01-17,Producto X,5,5,4,4,5
581,Patricia,Mireles,Nomberto,2020-01-28,Producto X,4,3,5,5,5
582,Azura,Heredia,Padilla,2020-02-25,Producto X,5,4,5,5,4
583,Verónica,Barela,Da ponte,2020-01-30,Producto X,5,-1,5,3,5
584,Nuria,Vasconcellos,Piña,2020-01-07,Producto X,4,5,3,4,4
585,Abraham,Salcido,Fuentes,2020-02-28,Producto X,4,5,4,4,-1
586,Set,Garay,Ruiz,2020-02-25,Producto Y,4,2,5,-1,3
587,Marisa,Juárez,Armijo,2020-04-06,Producto X,-1,4,4,4,5
588,Fe,Batista,Vásquez,2020-03-23,Producto X,4,5,4,5,5
589,Dana,Pineda,Pelaes,2020-03-03,Producto X,-1,5,5,5,5
590,Shakira,Batista,Chavarría,2020-01-23,Producto X,-1,5,4,4,4
591,Helena,Zaragoza,Montez,2020-02-28,Producto Y,4,4,2,2,2
592,Bárbara,Corral,Casillas,2020-01-08,Producto X,5,5,4,-1,5
593,Margarita,Olivas,Rosas,2020-02-02,Producto X,5,5,4,-1,-1
594,Augusto,Granado,Zambrano,2020-01-01,Producto X,4,5,5,4,4
595,Roque,Santiago,Borrego,2020-01-07,Producto X,5,-1,3,5,5
596,Dora,Gil,Sepúlveda,2020-01-16,Producto X,5,5,5,5,5
597,Rosana,Narváez,Frías,2020-01-02,Producto X,5,4,5,4,3
598,Marisa,Do santos,Mires,2020-02-28,Producto X,5,4,4,5,-1
599,Angélica,Pessoa,Estrada,2020-01-13,Producto Y,5,3,4,1,3
600,Cecilia,Llamas,Adames,2020-03-19,Producto X,5,5,5,4,5
601,Juan,Valles,Ocampo,2020-02-21,Producto X,5,5,4,5,4
602,Zarina,Lozada,Tijerina,2020-03-10,Producto X,4,5,5,-1,5
603,Abraham,Adaro,Montañez,2020-02-15,Producto X,5,3,5,-1,5
604,Agnano,Arredondo,Agosto,2020-01-26,Producto X,3,4,-1,5,5
605,Victor,Pajares,Echevarría,2020-02-26,Producto X,4,5,4,5,5
606,Sebastián,Arellano,Archuleta,2020-03-09,Producto X,5,5,5,5,5
607,Guadalupe,Abrego,Salcedo,2020-02-06,Producto X,5,4,-1,2,5
608,Frida,Alcabes,Oliveira,2020-01-22,Producto X,5,-1,5,5,4
609,Analí­a,Canales,Villalobos,2020-02-17,Producto Y,4,4,5,5,3
610,Yara,Alemán,Saldaña,2020-04-08,Producto X,5,5,5,4,4
611,Flor,Tejada,Urrutia,2020-03-22,Producto X,4,5,4,3,4
612,Nataniel,Delagarza,Cornejo,2020-01-29,Producto Y,2,1,4,4,3
613,Ariel,Valle,de Jesús,2020-01-15,Producto X,5,5,4,5,4
614,Jéssica,Camarillo,Fernandes,2020-02-25,Producto X,5,5,3,5,4
615,Nevada,Gonzales,Chacón,2020-04-09,Producto X,5,4,2,5,-1
616,Brunela,Tamayo,Sotelo,2020-01-14,Producto X,-1,4,4,5,5
617,Trinidad,Dos santos,Velásquez,2020-03-16,Producto X,-1,4,4,5,5
618,Santiago,Delafuente,Sepúlveda,2020-02-19,Producto X,5,-1,5,5,5
619,Frida,Cazares,Munguía,2020-04-02,Producto X,4,5,4,4,4
620,Marcos,Corona,Galván,2020-02-03,Producto X,5,5,4,5,5
621,Antonio,Velásquez,Vaca,2020-01-09,Producto X,5,4,5,5,4
622,Frida,Portugal,Arias,2020-02-17,Producto X,5,4,4,5,5
623,Santiago,Beltrán,Menejes,2020-01-14,Producto X,5,5,-1,5,5
624,Milagros,Verduzco,Dávila,2020-02-28,Producto X,5,5,-1,4,5
625,Fiona,Casárez,Domínquez,2020-04-12,Producto X,3,4,5,5,4
626,Lisa,Adames,Menejes,2020-01-25,Producto X,5,5,-1,4,5
627,Marina,Brito,Rico,2020-03-17,Producto X,3,5,5,4,5
628,Bartolomé,Arellano,Mireles,2020-02-16,Producto X,5,5,5,4,5
629,Isaí­as,Ornelas,Maestas,2020-01-25,Producto X,5,5,5,3,4
630,Gerardo,Ordóñez,Cervantes,2020-01-26,Producto Y,4,5,3,1,3
631,Gabriel,de Jesús,Velasco,2020-01-04,Producto Y,-1,2,4,3,3
632,Dalia,Vanegas,Ramos,2020-02-13,Producto Y,4,3,4,-1,1
633,Rita,Blanco,Villaseñor,2020-01-12,Producto Y,3,-1,4,4,3
634,Flora,Enríquez,Daga,2020-04-01,Producto X,5,5,4,4,4
635,Manuel,Pereira,Morales,2020-02-14,Producto Y,3,3,3,4,5
636,Marcia,Heredia,Rosario,2020-02-16,Producto X,5,-1,5,4,4
637,Eustacio,Briseño,Haro,2020-02-08,Producto X,4,-1,5,5,4
638,Eustacio,Mojica,Tamayo,2020-02-07,Producto X,5,5,5,-1,5
639,Raúl,Adauto,Sanches,2020-01-07,Producto X,5,4,5,5,5
640,Zoe,Molina,López,2020-02-10,Producto X,5,3,4,3,4
641,Graciana,Solís,Santana,2020-03-22,Producto X,5,5,5,4,4
642,Raquel,Delagarza,Olivas,2020-01-05,Producto X,5,5,5,4,5
643,Thalia,Navarro,Arroyo,2020-02-11,Producto X,5,5,5,5,5
644,Ilana,Valladares,Leiva,2020-04-04,Producto X,3,5,3,5,4
645,Serena,Solorzano,Cisneros,2020-01-26,Producto X,5,5,5,5,-1
646,Eva,Ortega,Prado,2020-04-06,Producto X,5,5,4,4,5
647,Moisés,Ramón,Tamayo,2020-03-21,Producto X,5,5,4,4,4
648,Milagros,Velasco,León,2020-02-01,Producto Y,5,3,-1,-1,-1
649,Felicitas,García,Delatorre,2020-04-07,Producto X,5,5,4,5,4
650,Alfonso,Vives,Fino,2020-03-10,Producto X,4,4,5,3,4
651,Marta,Espinoza,Fajardo,2020-04-10,Producto X,5,5,4,4,4
652,Luz,Gaitán,Da conceicao,2020-02-15,Producto X,4,4,-1,4,-1
653,Amanda,Zarate,Saldivar,2020-02-01,Producto X,4,4,5,-1,4
654,Aida,Orozco,Calderón,2020-02-16,Producto X,5,4,4,4,4
655,Elaine,Arriaga,Granado,2020-02-09,Producto X,5,5,5,3,5
656,Irene,Vázquez,Monroy,2020-01-03,Producto Y,-1,4,3,5,2
657,Juan,Perea,Núñez,2020-02-04,Producto X,5,-1,4,5,5
658,Nazarena,Murillo,Madera,2020-01-17,Producto X,4,4,5,5,5
659,Angelina,Rodríquez,Pulido,2020-01-03,Producto X,-1,4,5,-1,5
660,Caleb,Camarillo,Nevárez,2020-01-24,Producto Y,4,5,4,4,4
661,Aida,Mejía,Magaña,2020-02-03,Producto X,4,5,5,5,5
662,Fe,Nava,Navarro,2020-01-22,Producto X,3,3,-1,5,5
663,Nancy,Abreu,Lerma,2020-01-22,Producto X,5,5,4,5,4
664,Wendy,Pereira,Nunes,2020-03-17,Producto X,5,4,-1,5,5
665,Anastasia,Almeyda,Saiz,2020-04-14,Producto X,-1,4,4,5,5
666,Felix,Pedroza,Pereira,2020-01-24,Producto X,5,5,4,3,-1
667,Francisco,López,Agrada,2020-03-06,Producto X,4,4,5,5,5
668,Emanuel,Pedraza,Estévez,2020-01-03,Producto Y,4,2,5,4,3
669,Rubí,Mejía,Borrego,2020-03-20,Producto X,-1,5,5,5,5
670,Jorge,Domínquez,Campos,2020-02-18,Producto Y,2,4,-1,-1,3
671,Tina,Ferreira,Barroso,2020-01-27,Producto X,5,5,-1,5,4
672,Ángel,Negrete,Olvera,2020-03-16,Producto X,5,4,4,4,5
673,Teodoro,Dosantos,Corrales,2020-03-08,Producto X,5,5,4,5,4
674,Marianela,Briones,Rendón,2020-02-15,Producto Y,3,1,3,2,2
675,Tía,Toro,Sampaio,2020-02-05,Producto X,4,5,5,5,-1
676,Giuliana,Valencia,Cintrón,2020-02-18,Producto X,4,1,5,-1,5
677,Anastasia,Muñiz,Aranda,2020-02-29,Producto Y,3,2,5,4,3
678,Perla,Oliveira,Lerma,2020-02-13,Producto X,4,5,5,5,5
679,Manuel,Otero,Aranda,2020-02-29,Producto X,4,5,5,5,5
680,Ángelo,Casanova,Castañeda,2020-02-05,Producto Y,4,5,4,5,3
681,Felicitas,Loera,Moreno,2020-01-07,Producto X,4,5,3,5,4
682,Zarina,Tafoya,Cisneros,2020-04-05,Producto X,4,5,5,4,4
683,Isaí­as,Da souza,Goncalves,2020-03-23,Producto X,5,-1,4,4,5
684,Antonella,Chapa,Da silva,2020-04-14,Producto X,4,3,5,4,5
685,Alana,Montañez,Guillen,2020-01-27,Producto X,5,4,4,4,5
686,Betania,Villegas,Sena,2020-02-26,Producto X,4,5,4,5,-1
687,Belén,Vázquez,Alonzo,2020-01-08,Producto X,4,-1,5,5,5
688,Manuela,Gutiérrez,Oporto,2020-01-13,Producto X,-1,5,5,5,5
689,Selena,Márquez,Castellanos,2020-02-12,Producto X,5,4,4,3,4
690,Malvina,Oliveira,Jáquez,2020-01-28,Producto X,5,5,5,4,5
691,Emma,Feliciano,Muñiz,2020-03-30,Producto X,5,-1,5,5,5
692,Analí­a,Junior,Galván,2020-04-03,Producto X,3,5,5,4,5
693,Victor,Benavídez,Romero,2020-03-24,Producto X,5,5,4,4,4
694,Mercedes,Martínez,Negrón,2020-01-24,Producto X,-1,4,3,4,5
